EmployeeID,Country,Age,Gender,MaritalStatus,Department,JobRole,MonthlyIncome,JobSatisfaction,WorkLifeBalance,RemoteWorkDays,OvertimeHours,VacationWeeks,TrainingHoursLastYear,PromotionLastYear,BurnoutRisk,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,PerformanceRating,RelationshipSatisfaction,YearsInCurrentRole,YearsSinceLastPromotion,YearsAtCompany
EMP1401,Norway,37,Female,Divorced,Finance,HR Manager,46255,5,4,2,4,7,22,0,Low,1,2,3,5,3,3,8,1,8
EMP1402,Finland,30,Male,Married,HR,Marketing Specialist,61004,5,4,1,5,7,26,0,Low,6,3,4,4,3,4,7,7,19
EMP1403,Sweden,20,Male,Single,Engineering,Operations Manager,51226,3,3,2,2,8,13,0,Medium,12,2,3,2,3,2,4,4,1
EMP1404,Denmark,46,Male,Married,Finance,Sales Executive,60832,4,4,3,5,6,53,0,High,1,2,4,3,3,3,7,0,1
EMP1405,Norway,45,Female,Divorced,IT,Sales Executive,61651,2,4,2,1,6,26,1,Low,17,3,3,2,3,4,0,1,2
EMP1406,Denmark,35,Female,Married,IT,Sales Executive,52830,4,5,2,2,7,20,0,Low,3,1,3,1,3,3,2,0,15
EMP1407,Norway,38,Male,Married,Finance,Financial Analyst,30000,3,5,0,5,6,48,1,Low,3,4,2,3,3,3,4,0,2
EMP1408,Norway,43,Female,Married,Engineering,HR Manager,71365,4,5,1,2,6,61,0,Low,10,1,3,1,4,4,2,0,4
EMP1409,Finland,22,Female,Married,HR,Software Engineer,52901,3,4,2,4,7,76,0,Low,4,4,3,4,3,4,2,1,2
EMP1410,Norway,32,Female,Divorced,IT,Software Engineer,60520,2,4,2,4,6,71,0,Low,29,1,3,2,3,2,4,0,2
EMP1411,Norway,45,Female,Single,IT,Financial Analyst,65375,4,4,2,4,6,43,0,Low,2,3,1,2,4,3,4,0,1
EMP1412,Finland,25,Female,Married,Finance,Software Engineer,48142,2,5,4,4,6,43,0,High,7,1,3,5,3,4,8,11,3
EMP1413,Finland,40,Female,Divorced,Operations,Marketing Specialist,62757,4,3,1,1,7,60,0,Medium,18,3,3,2,3,3,7,0,9
EMP1414,Sweden,24,Female,Married,Finance,Sales Executive,43785,1,4,0,4,6,41,1,Medium,28,4,2,2,3,4,5,0,0
EMP1415,Sweden,42,Male,Single,Operations,HR Manager,60813,4,4,2,3,6,22,0,Low,1,1,3,1,3,2,3,1,11
EMP1416,Sweden,37,Male,Divorced,HR,Software Engineer,55295,5,4,2,4,7,72,1,Low,6,4,1,1,3,4,2,1,5
EMP1417,Norway,21,Male,Married,IT,Software Engineer,48662,5,3,2,1,5,0,1,Low,2,4,3,1,4,3,0,0,4
EMP1418,Norway,49,Female,Married,Engineering,Data Analyst,55704,5,4,4,2,8,35,0,Low,2,3,3,5,3,4,15,1,4
EMP1419,Sweden,30,Female,Divorced,HR,Data Analyst,39172,5,4,4,1,6,54,0,Low,23,1,3,1,4,2,2,0,1
EMP1420,Denmark,29,Male,Married,Engineering,Data Analyst,59635,2,4,1,2,7,15,0,Low,3,3,3,1,3,3,3,1,2
EMP1421,Denmark,40,Female,Married,Operations,HR Manager,61192,2,4,5,4,6,17,0,Low,3,2,2,3,3,3,2,0,8
EMP1422,Denmark,49,Male,Married,IT,Sales Executive,60184,4,4,1,3,7,37,0,Low,25,3,2,1,3,2,2,1,1
EMP1423,Norway,27,Male,Single,IT,Operations Manager,77532,5,5,3,5,6,66,0,Low,2,1,2,1,3,3,0,0,3
EMP1424,Sweden,38,Other,Married,Engineering,Sales Executive,53575,5,4,3,3,6,19,1,Low,22,3,3,3,3,3,8,7,0
EMP1425,Norway,42,Male,Divorced,Finance,Sales Executive,54608,1,4,3,4,7,18,0,Low,29,1,2,4,3,3,0,0,6
EMP1426,Sweden,44,Male,Married,IT,HR Manager,37445,3,2,1,2,6,12,0,High,29,2,2,4,3,2,10,15,2
EMP1427,Sweden,39,Female,Single,IT,Marketing Specialist,78587,3,3,2,5,7,16,0,Low,2,3,3,1,3,3,7,6,3
EMP1428,Denmark,34,Female,Married,IT,Marketing Specialist,32527,4,4,2,2,6,77,0,Medium,28,3,2,3,3,4,13,13,0
EMP1429,Norway,29,Male,Divorced,Engineering,HR Manager,58428,4,4,1,2,7,29,0,Low,2,1,3,2,3,3,0,0,23
EMP1430,Norway,38,Female,Married,IT,Data Analyst,45778,2,4,0,2,8,42,0,Low,2,1,3,4,3,3,2,0,1
EMP1431,Norway,27,Female,Single,HR,Software Engineer,55934,4,2,2,2,8,47,0,High,22,4,1,1,3,3,4,4,5
EMP1432,Denmark,20,Male,Single,Sales,Financial Analyst,35379,4,5,2,5,6,42,0,Low,8,3,3,2,3,3,0,0,4
EMP1433,Sweden,42,Male,Divorced,HR,Financial Analyst,68374,4,4,3,3,6,65,1,Low,2,4,2,1,3,3,3,5,7
EMP1434,Norway,47,Female,Married,IT,Operations Manager,40672,1,3,1,2,8,52,0,Low,10,3,2,3,3,3,2,1,1
EMP1435,Norway,20,Male,Divorced,Engineering,Software Engineer,72493,5,4,4,6,7,71,0,Low,9,3,3,3,4,4,8,0,7
EMP1436,Denmark,27,Female,Married,IT,Operations Manager,41085,4,5,1,0,5,77,0,Low,15,2,3,3,3,4,6,7,2
EMP1437,Norway,44,Female,Divorced,Engineering,Data Analyst,69628,5,4,4,1,7,33,0,Low,10,1,1,1,3,1,3,1,2
EMP1438,Denmark,58,Other,Single,Engineering,Operations Manager,42535,5,4,2,6,6,76,1,Medium,7,4,3,1,3,1,2,1,5
EMP1439,Denmark,38,Male,Married,HR,Software Engineer,45780,3,4,2,7,8,73,0,Low,16,4,3,3,3,3,7,0,7
EMP1440,Norway,30,Female,Married,Sales,Software Engineer,54972,2,3,4,5,6,71,0,Low,20,1,3,3,3,1,0,0,5
EMP1441,Norway,36,Male,Divorced,HR,Financial Analyst,42281,4,4,1,5,7,70,1,Low,23,2,3,3,3,3,2,0,11
EMP1442,Finland,51,Male,Married,Finance,Marketing Specialist,41839,3,3,1,3,7,12,0,Low,5,2,3,1,3,4,2,2,1
EMP1443,Norway,31,Male,Single,Engineering,Data Analyst,42454,5,4,2,3,8,55,0,Low,10,2,3,3,3,4,3,9,11
EMP1444,Norway,30,Male,Single,Engineering,HR Manager,59782,4,3,1,2,7,58,0,Medium,4,3,2,1,3,3,2,1,0
EMP1445,Denmark,33,Female,Married,Finance,Operations Manager,54993,5,5,2,2,6,31,0,Low,2,2,3,2,3,1,7,6,5
EMP1446,Finland,28,Male,Single,Sales,Financial Analyst,55789,3,4,1,1,7,78,0,Low,18,1,3,4,4,4,9,7,3
EMP1447,Finland,39,Male,Single,Operations,Operations Manager,50130,3,3,4,1,8,53,0,Low,10,4,3,2,3,4,3,1,3
EMP1448,Denmark,54,Female,Married,Operations,Operations Manager,63230,4,4,3,2,7,1,0,Low,1,2,3,2,3,3,9,6,1
EMP1449,Norway,41,Male,Single,Sales,HR Manager,70750,1,3,0,4,7,36,0,Low,6,2,3,4,3,3,6,5,3
EMP1450,Norway,35,Female,Married,HR,Data Analyst,63634,4,4,4,5,7,32,1,Low,8,3,3,1,3,1,3,0,0
EMP1451,Denmark,35,Male,Single,Finance,Software Engineer,51865,5,4,2,2,6,0,0,Low,2,2,3,2,3,3,5,0,2
EMP1452,Sweden,22,Female,Married,Operations,Sales Executive,36688,4,3,2,3,7,27,0,Medium,24,4,3,3,4,4,9,5,0
EMP1453,Sweden,46,Female,Married,IT,Operations Manager,30000,4,3,2,3,6,16,1,Low,2,4,3,2,3,2,7,3,4
EMP1454,Finland,37,Male,Divorced,Sales,Sales Executive,54027,3,4,3,4,6,56,0,Low,17,2,3,1,3,2,7,1,0
EMP1455,Norway,36,Male,Divorced,Finance,Data Analyst,30000,3,2,2,8,7,69,0,Medium,19,4,3,2,3,2,2,1,0
EMP1456,Sweden,65,Male,Divorced,Finance,Sales Executive,52010,5,4,3,4,5,51,0,Low,1,1,4,4,3,3,1,0,0
EMP1457,Norway,40,Female,Divorced,HR,Operations Manager,76039,5,4,1,4,6,43,1,Low,7,3,2,3,4,3,4,0,2
EMP1458,Sweden,30,Male,Single,Operations,HR Manager,37697,4,4,5,2,6,46,1,High,5,2,3,1,3,4,0,0,9
EMP1459,Norway,33,Male,Divorced,IT,Sales Executive,35708,5,4,3,3,6,12,0,Low,28,3,1,3,3,3,0,0,11
EMP1460,Norway,49,Male,Single,Sales,Data Analyst,64554,4,4,1,2,7,75,1,Low,2,1,2,2,3,1,7,0,0
EMP1461,Norway,39,Male,Divorced,IT,Data Analyst,30000,3,5,3,0,7,29,0,Low,29,1,3,2,3,1,0,0,5
EMP1462,Sweden,23,Male,Single,IT,Marketing Specialist,60727,3,1,2,3,6,65,1,Low,1,1,3,2,3,4,4,0,5
EMP1463,Denmark,47,Female,Single,HR,Marketing Specialist,77027,5,2,1,2,6,52,0,Low,21,4,4,2,3,4,7,5,3
EMP1464,Sweden,31,Male,Single,Sales,HR Manager,41912,3,3,1,3,6,17,0,Low,24,3,1,1,3,2,0,0,5
EMP1465,Finland,56,Male,Single,Finance,Sales Executive,39336,4,3,0,1,6,27,0,Low,1,2,3,3,3,4,5,1,1
EMP1466,Norway,48,Female,Married,Finance,Sales Executive,63850,4,3,4,3,7,3,0,Low,18,1,3,3,3,4,2,1,3
EMP1467,Norway,33,Female,Married,IT,Marketing Specialist,37438,4,4,2,0,6,41,0,Low,2,2,3,4,3,2,16,11,2
EMP1468,Denmark,50,Male,Divorced,Finance,Software Engineer,67162,4,4,2,2,7,5,0,High,9,1,3,3,3,4,5,7,0
EMP1469,Norway,38,Male,Divorced,Operations,Financial Analyst,38660,3,5,1,3,6,8,0,Low,6,4,3,2,3,2,9,6,4
EMP1470,Finland,46,Male,Married,Operations,Data Analyst,81526,3,3,2,3,6,19,0,Low,11,4,4,2,3,4,2,1,3
EMP1471,Norway,42,Female,Married,Finance,Software Engineer,64934,4,4,2,0,5,37,0,Low,24,4,3,1,3,3,2,2,1
EMP1472,Finland,29,Male,Married,Sales,Data Analyst,55570,4,5,3,5,6,67,0,Low,10,3,3,2,3,3,0,0,3
EMP1473,Norway,31,Female,Married,Operations,Software Engineer,80661,4,5,5,2,7,49,0,Low,1,2,3,2,3,2,5,4,7
EMP1474,Denmark,48,Female,Divorced,IT,Marketing Specialist,70473,4,4,2,5,6,59,1,Low,18,4,2,5,3,3,9,0,8
EMP1475,Sweden,34,Female,Married,Engineering,Marketing Specialist,60529,2,4,2,3,5,12,0,Low,23,2,4,1,3,2,5,1,5
EMP1476,Finland,33,Male,Married,Operations,Financial Analyst,30000,5,5,2,3,8,41,0,Low,28,1,3,2,4,4,3,1,3
EMP1477,Norway,28,Male,Married,IT,Software Engineer,44477,4,4,4,3,7,67,1,Low,17,4,2,1,4,4,0,0,4
EMP1478,Sweden,42,Male,Married,IT,Data Analyst,71281,2,3,1,2,6,24,0,Low,3,1,3,5,3,3,5,10,2
EMP1479,Finland,58,Male,Married,Operations,Sales Executive,35498,4,5,2,5,8,30,0,Low,13,2,3,1,3,3,4,0,0
EMP1480,Sweden,27,Female,Married,Sales,Data Analyst,43514,5,4,3,2,6,11,0,Low,7,1,3,1,3,4,3,1,2
EMP1481,Sweden,38,Female,Married,IT,Operations Manager,39668,5,3,0,2,7,63,0,Low,12,2,2,1,3,3,0,0,3
EMP1482,Sweden,52,Female,Married,Finance,Marketing Specialist,61035,3,4,1,2,5,78,0,Low,1,2,2,1,3,4,5,1,4
EMP1483,Sweden,37,Female,Divorced,HR,HR Manager,69454,4,4,3,3,7,60,0,Low,13,2,3,2,3,3,1,1,13
EMP1484,Sweden,42,Male,Single,Sales,HR Manager,69468,2,5,1,2,7,52,0,Low,25,1,2,2,3,4,2,0,7
EMP1485,Sweden,27,Male,Divorced,Engineering,Marketing Specialist,42207,1,3,2,2,6,25,0,High,6,1,4,2,4,4,7,5,0
EMP1486,Finland,42,Male,Divorced,Operations,Operations Manager,60829,4,5,2,2,7,60,0,Low,6,1,2,1,3,3,3,0,0
EMP1487,Norway,36,Female,Married,Finance,HR Manager,41501,4,4,2,1,7,9,0,Low,2,4,3,2,3,3,0,1,0
EMP1488,Norway,47,Female,Single,Sales,Marketing Specialist,51841,4,4,1,3,7,11,0,Low,1,4,2,1,3,4,0,0,6
EMP1489,Finland,49,Female,Married,Sales,HR Manager,62802,3,3,5,0,7,21,0,Low,2,3,3,2,3,2,2,2,6
EMP1490,Denmark,63,Male,Divorced,HR,Marketing Specialist,70920,1,4,0,1,7,52,1,Low,6,2,2,4,3,3,0,0,21
EMP1491,Sweden,43,Male,Single,IT,Financial Analyst,30000,4,5,3,6,6,20,0,Low,1,3,3,1,3,4,0,0,3
EMP1492,Sweden,41,Female,Divorced,Operations,Sales Executive,56479,1,4,0,1,7,34,1,Low,9,4,3,2,3,2,7,4,8
EMP1493,Norway,39,Male,Married,Engineering,Sales Executive,76109,2,3,2,5,7,70,0,Low,1,4,2,4,3,1,2,0,4
EMP1494,Norway,34,Female,Single,HR,Data Analyst,58483,3,4,1,2,6,26,0,Low,1,1,2,2,3,2,2,0,10
EMP1495,Sweden,41,Female,Divorced,Sales,Operations Manager,56239,4,4,1,5,7,59,0,Low,14,3,3,1,3,4,2,0,6
EMP1496,Norway,35,Female,Divorced,IT,Marketing Specialist,46554,3,1,1,3,7,46,0,Low,2,3,3,1,3,2,3,0,5
EMP1497,Sweden,39,Male,Single,Sales,Software Engineer,75711,4,4,2,0,8,65,1,Low,22,3,3,1,3,3,2,1,4
EMP1498,Norway,51,Male,Married,Sales,Data Analyst,47248,2,4,2,1,7,14,0,Low,3,4,3,5,3,1,2,0,6
EMP1499,Finland,27,Male,Married,Sales,Data Analyst,53497,2,4,1,3,6,23,0,Low,6,1,3,1,4,4,2,2,2
EMP1500,Finland,49,Male,Divorced,Operations,Marketing Specialist,47946,4,4,5,0,7,9,0,Low,8,3,3,2,3,4,0,1,0
EMP1501,Sweden,51,Male,Married,Sales,Marketing Specialist,56622,2,3,1,1,7,23,0,Medium,9,1,3,2,3,4,4,0,0
EMP1502,Sweden,36,Female,Divorced,Finance,Data Analyst,76384,4,4,2,0,7,56,0,Low,3,3,3,1,4,3,0,0,3
EMP1503,Norway,20,Female,Single,Engineering,Data Analyst,41408,2,4,1,4,7,33,1,Low,1,4,3,2,4,4,7,8,4
EMP1504,Denmark,31,Male,Married,IT,Sales Executive,56688,4,4,2,1,7,40,0,Low,1,2,3,1,3,4,9,8,0
EMP1505,Sweden,50,Male,Married,Finance,Software Engineer,60865,3,4,3,0,6,39,1,Low,26,1,3,2,3,4,1,0,1
EMP1506,Norway,37,Male,Married,Finance,Data Analyst,42815,2,3,2,2,7,10,0,Medium,6,3,3,1,3,3,2,0,1
EMP1507,Finland,28,Male,Married,HR,Sales Executive,54114,4,5,1,4,7,0,0,Low,3,3,3,3,3,3,7,7,4
EMP1508,Denmark,32,Female,Married,Engineering,Data Analyst,82770,5,4,1,4,6,29,0,Low,3,2,3,2,3,1,0,1,1
EMP1509,Finland,46,Male,Single,HR,HR Manager,30000,2,4,3,4,6,42,0,Low,6,2,1,2,3,2,11,11,0
EMP1510,Denmark,43,Male,Divorced,Engineering,Data Analyst,48681,4,4,1,1,7,25,0,Low,6,3,3,2,4,3,11,4,0
EMP1511,Sweden,35,Male,Married,Sales,Marketing Specialist,58758,4,4,2,3,7,52,0,Low,19,3,3,3,3,3,7,7,0
EMP1512,Sweden,34,Female,Divorced,Finance,Operations Manager,49360,4,3,1,2,8,46,0,Low,9,2,2,2,3,3,2,0,9
EMP1513,Finland,34,Female,Single,Engineering,Operations Manager,98293,5,3,1,1,8,8,0,Low,3,1,2,1,3,4,2,1,1
EMP1514,Denmark,28,Male,Single,IT,Data Analyst,63230,3,2,1,0,6,8,0,Low,10,4,3,1,3,4,0,1,6
EMP1515,Norway,54,Female,Single,IT,Financial Analyst,39334,5,4,4,4,8,0,0,Low,3,1,3,1,3,1,8,9,4
EMP1516,Norway,34,Female,Married,Sales,HR Manager,30000,3,3,3,2,5,70,0,Low,3,3,2,1,3,3,0,0,18
EMP1517,Norway,50,Female,Married,Finance,Software Engineer,60104,3,2,2,2,7,43,0,High,4,1,4,1,3,1,2,0,1
EMP1518,Denmark,53,Male,Married,IT,Data Analyst,43665,5,4,1,1,6,58,0,Low,8,4,4,2,4,3,2,1,0
EMP1519,Finland,47,Female,Single,Sales,Software Engineer,74333,4,3,2,3,6,55,0,Medium,7,4,2,2,4,1,7,0,0
EMP1520,Norway,33,Female,Divorced,Sales,HR Manager,50877,4,4,2,4,8,50,0,Low,1,2,1,1,3,4,7,2,1
EMP1521,Sweden,42,Female,Married,HR,Data Analyst,46474,4,4,2,6,6,15,0,Low,2,2,4,2,3,4,2,2,5
EMP1522,Norway,37,Female,Divorced,Operations,Financial Analyst,46221,4,3,0,2,7,37,0,Low,3,4,4,2,4,2,5,0,0
EMP1523,Finland,28,Female,Single,Sales,Sales Executive,69797,3,4,5,2,6,10,0,Low,10,4,4,1,3,1,0,0,1
EMP1524,Denmark,41,Male,Married,Engineering,Financial Analyst,61233,4,1,2,3,5,24,0,High,28,4,4,1,3,3,8,3,9
EMP1525,Denmark,26,Female,Single,IT,Marketing Specialist,81339,2,5,5,2,6,58,0,Low,9,4,2,3,3,2,7,7,4
EMP1526,Sweden,49,Female,Single,Sales,Financial Analyst,51773,5,4,0,1,7,28,0,Low,3,1,3,2,3,1,2,2,0
EMP1527,Sweden,33,Female,Single,Engineering,Sales Executive,67934,5,3,1,1,6,79,0,Medium,2,4,2,2,3,1,7,11,0
EMP1528,Norway,40,Male,Single,Sales,Marketing Specialist,68190,3,3,1,2,6,39,0,Low,10,4,3,2,3,4,7,0,0
EMP1529,Norway,40,Female,Married,Engineering,Sales Executive,65107,4,4,3,3,7,7,0,Low,8,2,3,2,3,1,3,1,14
EMP1530,Denmark,35,Female,Single,Finance,Operations Manager,47352,1,3,2,6,6,5,0,Medium,1,2,4,2,3,3,7,1,9
EMP1531,Denmark,43,Male,Married,IT,Sales Executive,62101,1,3,4,1,6,44,0,High,1,3,3,3,3,4,7,0,9
EMP1532,Finland,33,Female,Single,HR,Data Analyst,53541,5,4,4,1,8,52,0,Medium,3,3,3,3,3,4,7,7,12
EMP1533,Finland,46,Female,Single,Finance,Software Engineer,53147,2,5,3,2,6,20,0,Low,14,4,3,2,3,4,7,1,3
EMP1534,Sweden,24,Female,Married,Engineering,Operations Manager,42912,4,4,3,3,6,56,0,Low,5,4,2,3,4,3,13,1,1
EMP1535,Denmark,39,Male,Married,IT,Operations Manager,30000,5,4,3,1,7,75,0,Low,7,3,4,4,3,3,1,1,2
EMP1536,Finland,57,Male,Divorced,Operations,Software Engineer,73725,5,5,3,3,7,5,0,Low,10,2,2,5,3,2,6,12,6
EMP1537,Denmark,27,Female,Single,Operations,Operations Manager,61473,4,3,2,7,7,62,0,Medium,16,1,3,2,3,4,2,2,10
EMP1538,Norway,31,Male,Divorced,IT,Sales Executive,34852,4,5,3,0,8,5,0,Low,10,4,3,3,4,3,7,1,2
EMP1539,Sweden,43,Female,Married,Finance,Financial Analyst,65765,4,4,4,1,5,52,1,Low,1,4,2,5,3,2,7,2,3
EMP1540,Norway,39,Male,Married,Engineering,HR Manager,74022,5,4,2,4,8,3,0,Low,8,4,3,1,3,4,2,2,13
EMP1541,Finland,41,Female,Single,Operations,Sales Executive,66665,4,5,5,3,8,8,1,Low,1,1,1,1,3,4,7,3,0
EMP1542,Sweden,42,Male,Married,HR,Marketing Specialist,41625,4,3,0,4,7,68,0,Low,8,1,4,3,3,1,7,0,9
EMP1543,Norway,44,Female,Single,Finance,Marketing Specialist,44020,1,3,2,1,6,73,0,High,1,3,3,3,3,4,0,0,0
EMP1544,Sweden,49,Male,Single,Sales,Financial Analyst,46781,2,4,1,3,7,71,0,High,24,1,1,1,3,3,2,1,3
EMP1545,Sweden,42,Male,Divorced,Sales,Financial Analyst,67916,4,4,1,4,6,3,0,Low,3,4,3,4,3,4,2,11,1
EMP1546,Norway,35,Male,Divorced,Finance,Operations Manager,62184,5,4,4,4,7,57,0,Low,27,3,3,2,4,4,7,7,4
EMP1547,Norway,44,Male,Single,Engineering,Data Analyst,96854,5,3,5,3,6,36,0,Medium,10,3,3,1,3,3,0,0,4
EMP1548,Sweden,56,Female,Divorced,IT,Data Analyst,30386,5,4,3,3,7,70,0,Medium,19,3,4,1,3,4,2,2,2
EMP1549,Sweden,36,Female,Married,IT,Operations Manager,54211,4,4,5,3,7,5,0,Low,15,4,2,2,3,3,2,2,9
EMP1550,Denmark,28,Male,Single,Finance,Operations Manager,30000,4,4,1,2,5,50,0,Low,8,2,3,2,3,4,1,4,5
EMP1551,Sweden,49,Female,Married,Finance,Software Engineer,63949,5,5,1,2,7,78,0,Low,9,2,3,1,3,4,3,0,6
EMP1552,Denmark,36,Male,Married,Finance,Software Engineer,71003,4,4,2,4,7,49,0,Low,3,3,4,2,3,3,3,3,0
EMP1553,Sweden,20,Female,Married,HR,HR Manager,76631,3,3,4,3,7,13,0,Low,9,3,3,4,3,3,7,1,10
EMP1554,Sweden,46,Female,Single,Finance,HR Manager,57827,4,4,0,2,6,10,0,Low,2,4,2,1,4,4,2,2,0
EMP1555,Denmark,32,Female,Single,IT,HR Manager,30000,5,4,5,2,7,9,0,Low,7,4,2,2,3,1,6,0,1
EMP1556,Sweden,37,Male,Divorced,Finance,HR Manager,54247,3,3,3,4,7,60,0,Medium,10,4,3,1,3,4,2,2,0
EMP1557,Norway,41,Female,Single,Operations,Financial Analyst,61551,5,2,5,1,6,12,0,Low,6,4,3,2,3,4,2,2,2
EMP1558,Norway,39,Male,Divorced,HR,Financial Analyst,39922,3,5,2,6,7,33,0,Low,2,4,3,2,3,1,0,0,10
EMP1559,Denmark,45,Other,Married,HR,Software Engineer,51025,4,5,2,3,7,59,0,Low,24,1,3,2,3,4,8,4,1
EMP1560,Sweden,33,Male,Married,Sales,Data Analyst,35844,4,4,3,2,7,50,0,Low,2,4,3,1,3,2,0,0,2
EMP1561,Denmark,43,Female,Divorced,Operations,Operations Manager,45809,4,3,3,3,6,4,0,Medium,8,2,3,2,3,3,0,0,9
EMP1562,Norway,35,Female,Married,IT,Marketing Specialist,68686,4,5,1,5,6,73,0,Low,3,3,2,4,3,1,6,1,4
EMP1563,Norway,45,Female,Single,Sales,Data Analyst,65202,5,5,5,3,7,31,0,Low,1,4,3,1,3,3,9,7,6
EMP1564,Norway,44,Male,Single,Engineering,Sales Executive,34071,4,4,4,2,8,11,1,Low,26,3,3,2,4,2,5,1,1
EMP1565,Norway,28,Female,Single,Sales,Financial Analyst,44425,3,5,0,0,7,51,0,Low,2,2,1,2,3,1,7,3,6
EMP1566,Sweden,48,Male,Single,IT,HR Manager,55856,4,5,1,4,6,12,0,Low,10,1,4,1,3,4,2,0,1
EMP1567,Norway,32,Female,Single,Sales,HR Manager,58397,3,5,2,4,6,53,0,Low,27,2,4,2,3,4,4,1,21
EMP1568,Sweden,46,Male,Single,IT,Sales Executive,45056,3,5,2,3,7,53,0,Low,2,4,3,2,4,3,5,1,4
EMP1569,Finland,41,Male,Married,Sales,Data Analyst,62146,3,4,3,6,7,40,0,Low,2,4,3,5,3,4,2,1,5
EMP1570,Norway,56,Female,Single,Engineering,HR Manager,54470,5,4,0,3,5,47,0,Low,8,1,2,3,3,2,7,0,0
EMP1571,Sweden,35,Male,Married,IT,Data Analyst,30000,4,4,3,1,7,50,0,Low,19,4,3,1,3,1,3,1,1
EMP1572,Denmark,34,Male,Divorced,Engineering,Operations Manager,46424,4,4,3,1,6,46,0,High,1,1,1,1,3,1,2,2,0
EMP1573,Norway,37,Male,Married,IT,Sales Executive,45996,3,4,1,4,6,49,0,Low,27,2,3,2,3,1,7,1,2
EMP1574,Sweden,34,Male,Single,Engineering,Marketing Specialist,65174,3,5,2,3,5,75,0,Low,8,4,2,2,3,3,3,1,1
EMP1575,Denmark,45,Female,Single,HR,Data Analyst,65440,5,4,1,1,7,45,0,Low,1,2,4,1,3,3,2,1,6
EMP1576,Finland,21,Female,Divorced,IT,Operations Manager,30000,4,4,1,1,8,37,0,Low,19,4,3,2,3,2,3,1,0
EMP1577,Norway,27,Male,Married,IT,Data Analyst,61577,5,4,2,1,5,12,0,Low,8,3,3,2,3,2,2,1,6
EMP1578,Finland,27,Male,Divorced,Operations,Data Analyst,53890,3,4,5,2,7,75,0,Low,10,4,3,1,3,2,3,4,0
EMP1579,Sweden,47,Male,Single,IT,HR Manager,56896,2,4,1,3,6,21,0,Low,2,1,4,2,3,4,7,4,1
EMP1580,Norway,55,Male,Single,IT,Software Engineer,45792,5,1,2,1,7,1,0,Low,2,3,2,1,3,3,5,1,7
EMP1581,Sweden,36,Female,Married,Finance,Financial Analyst,54072,4,4,1,2,7,76,0,Low,8,1,3,1,3,2,2,0,6
EMP1582,Finland,36,Female,Married,Sales,Data Analyst,72254,3,2,1,2,6,12,0,High,1,4,1,1,4,3,2,0,3
EMP1583,Sweden,38,Male,Married,Sales,Data Analyst,56682,3,1,2,4,6,56,0,Medium,2,3,4,2,4,4,7,3,0
EMP1584,Norway,49,Male,Married,IT,Data Analyst,54363,5,4,3,2,7,33,0,Low,8,3,3,2,3,2,2,1,4
EMP1585,Sweden,28,Male,Divorced,Finance,Software Engineer,47811,4,3,0,3,7,18,1,Low,8,2,3,5,3,2,7,14,2
EMP1586,Norway,40,Female,Married,IT,Operations Manager,70783,4,4,5,3,5,8,0,Low,6,3,4,1,4,3,0,0,1
EMP1587,Norway,47,Female,Divorced,IT,Marketing Specialist,35788,3,2,0,2,7,32,0,Low,9,3,2,1,3,3,0,0,5
EMP1588,Norway,43,Male,Married,HR,Marketing Specialist,42970,3,3,4,3,7,26,0,Low,11,4,3,2,4,2,2,1,2
EMP1589,Norway,39,Male,Married,Engineering,Sales Executive,34926,5,4,4,2,7,44,0,Low,2,3,3,4,3,4,3,0,0
EMP1590,Norway,48,Female,Married,IT,HR Manager,58010,3,4,2,2,6,1,0,Low,1,2,2,1,3,4,0,0,12
EMP1591,Norway,20,Female,Married,Finance,Software Engineer,72696,4,5,1,1,7,78,0,Low,7,3,3,3,3,4,9,3,7
EMP1592,Sweden,44,Male,Single,Finance,Operations Manager,50068,5,4,2,5,7,56,0,Low,16,1,3,2,3,3,2,0,0
EMP1593,Norway,31,Male,Married,Operations,Data Analyst,38958,3,3,3,8,7,56,0,Low,2,3,3,4,3,3,14,3,3
EMP1594,Norway,20,Male,Married,Operations,Operations Manager,79546,4,4,4,4,8,15,1,Low,1,3,3,2,3,1,7,0,0
EMP1595,Denmark,43,Female,Married,Engineering,Software Engineer,61769,4,4,2,1,6,78,0,Low,23,3,4,1,4,3,7,0,9
EMP1596,Sweden,51,Male,Single,IT,Software Engineer,59162,4,4,2,5,7,5,0,Low,2,4,3,5,3,4,15,13,4
EMP1597,Sweden,36,Male,Single,IT,Software Engineer,52147,4,5,4,4,6,13,0,Low,1,4,4,1,3,3,2,2,0
EMP1598,Norway,47,Female,Married,Finance,Sales Executive,65035,3,4,5,1,6,26,0,Low,1,4,2,2,3,4,3,0,0
EMP1599,Norway,54,Male,Single,Finance,Financial Analyst,58927,4,4,3,5,7,37,0,Low,2,3,3,1,3,4,2,2,0
EMP1600,Norway,51,Female,Married,Sales,HR Manager,47780,4,4,4,1,8,18,0,Low,13,3,3,1,3,2,2,0,3
EMP1601,Norway,54,Male,Married,Engineering,Sales Executive,50292,4,5,2,3,6,36,0,Low,4,3,2,2,3,3,13,6,6
EMP1602,Norway,45,Male,Single,Engineering,Sales Executive,39701,2,4,3,3,8,3,0,Low,16,1,2,2,3,4,0,0,0
